order_id,customer_id,order_date,product_category,order_amount
O024456,C04589,2023-02-07,Electronics,34.44
O024457,C05598,2022-09-01,Toys,629.5
O024458,C03696,2022-03-19,Books,398.13
O024459,C03668,2023-03-25,Books,14.68
O024460,C07249,2023-05-05,Books,675.52
O024461,C06346,2023-04-22,Electronics,713.83
O024462,C09647,2023-12-15,Electronics,630.7
O024463,C07478,2022-05-06,Electronics,345.22
O024464,C09801,2023-06-19,Toys,531.96
O024465,C01659,2022-03-30,Clothing,390.22
O024466,C07131,2022-08-27,Home,702.12
O024467,C02256,2022-01-29,Electronics,585.66
O024468,C07540,2024-02-03,Sports,86.39
O024469,C06534,2023-01-21,Beauty,644.88
O024470,C02464,2022-05-07,Electronics,688.8
O024471,C04477,2022-06-14,Home,373.85
O024472,C04009,2022-04-03,Books,876.41
O024473,C09431,2022-06-30,Sports,843.8
O024474,C06708,2023-02-25,Toys,179.29
O024475,C00820,2023-06-02,Books,904.74
O024476,C06569,2022-09-02,Electronics,443.67
O024477,C03618,2022-09-16,Sports,725.13
O024478,C00633,2022-06-14,Books,815.03
O024479,C00633,2022-08-09,Electronics,507.59
O024480,C07631,2023-12-15,Home,402.11
O024481,C09659,2024-02-28,Home,915.87
O024482,C08695,2022-04-23,Electronics,234.7
O024483,C02833,2023-08-13,Beauty,260.69
O024484,C03405,2024-02-21,Beauty,364.81
O024485,C03542,2023-03-23,Beauty,860.17
O024486,C09103,2023-03-12,Home,939.09
O024487,C09533,2023-11-27,Clothing,223.97
O024488,C01249,2022-02-13,Toys,864.55
O024489,C07765,2022-02-17,Books,261.91
O024490,C08194,2022-12-20,Clothing,970.79
O024491,C08039,2023-11-18,Toys,599.42
O024492,C03352,2023-06-06,Clothing,12.05
O024493,C05980,2023-05-13,Home,38.96
O024494,C06861,2024-02-11,Beauty,151.75
O024495,C03621,2023-11-19,Electronics,191.64
O024496,C03033,2022-11-05,Beauty,768.78
O024497,C01217,2024-01-25,Books,226.65
O024498,C01777,2023-08-23,Home,969.3
O024499,C08252,2023-10-07,Sports,637.93
O024500,C07436,2023-09-10,Electronics,694.05
O024501,C09079,2023-10-25,Electronics,221.73
O024502,C01696,2022-11-11,Toys,893.24
O024503,C06293,2022-12-31,Home,669.48
O024504,C02327,2022-09-06,Books,865.08
O024505,C06277,2022-04-11,Sports,956.7
O024506,C09398,2022-04-20,Beauty,130.01
O024507,C08618,2022-01-30,Clothing,101.1
O024508,C07821,2022-06-08,Toys,804.39
O024509,C07173,2024-03-19,Electronics,866.8
O024510,C03603,2023-08-23,Toys,585.84
O024511,C05380,2022-01-06,Sports,369.17
O024512,C01920,2022-07-31,Clothing,654.37
O024513,C00785,2023-02-16,Clothing,309.14
O024514,C05788,2023-02-08,Home,242.19
O024515,C07574,2023-05-30,Sports,490.7
O024516,C03477,2022-10-10,Books,220.07
O024517,C04897,2022-01-07,Books,486.29
O024518,C04917,2023-05-08,Electronics,956.82
O024519,C06749,2022-11-14,Home,840.59
O024520,C08575,2022-05-06,Electronics,941.92
O024521,C05623,2023-09-25,Clothing,807.3
O024522,C00033,2024-01-29,Books,357.98
O024523,C00604,2023-11-10,Beauty,812.99
O024524,C04820,2024-01-29,Toys,923.3
O024525,C07346,2023-07-29,Toys,947.3
O024526,C04277,2022-09-02,Electronics,684.78
O024527,C07482,2023-06-07,Sports,215.31
O024528,C09706,2023-03-28,Electronics,44.53
O024529,C02682,2023-04-08,Sports,151.46
O024530,C09592,2024-03-10,Home,965.72
O024531,C03836,2022-09-08,Home,464.79
O024532,C06532,2022-05-07,Sports,855.71
O024533,C01625,2023-06-28,Beauty,467.72
O024534,C06357,2023-05-09,Toys,662.51
O024535,C06744,2023-07-31,Toys,29.02
O024536,C02527,2023-07-11,Sports,253.62
O024537,C09987,2023-03-26,Electronics,439.09
O024538,C00665,2023-07-05,Home,632.48
O024539,C08924,2022-03-12,Sports,175.66
O024540,C07290,2022-03-19,Beauty,765.73
O024541,C09396,2022-04-18,Electronics,367.58
O024542,C02175,2022-08-10,Electronics,818.35
O024543,C09331,2022-07-09,Home,102.48
O024544,C06451,2023-03-26,Clothing,681.36
O024545,C08843,2023-07-21,Sports,296.86
O024546,C06280,2023-11-05,Toys,796.41
O024547,C03807,2022-12-27,Clothing,405.16
O024548,C06994,2023-10-05,Sports,667.02
O024549,C08027,2023-07-19,Sports,934.63
O024550,C07421,2023-11-21,Sports,25.52
O024551,C07008,2022-07-10,Sports,16.06
O024552,C03780,2022-03-18,Sports,771.43
O024553,C06147,2022-02-03,Electronics,648.16
O024554,C06320,2023-03-11,Sports,296.51
O024555,C03774,2022-06-13,Sports,496.92
O024556,C06098,2023-02-22,Sports,46.73
O024557,C02099,2022-03-25,Sports,196.48
O024558,C07785,2022-05-12,Beauty,427.37
O024559,C03911,2023-01-29,Toys,834.87
O024560,C06604,2022-05-31,Sports,482.27
O024561,C00188,2022-10-17,Sports,588.43
O024562,C00303,2022-01-21,Home,874.39
O024563,C07420,2023-05-28,Home,312.27
O024564,C05919,2023-11-19,Sports,702.2
O024565,C06026,2023-10-02,Clothing,862.36
O024566,C00184,2022-06-23,Sports,206.6
O024567,C04208,2023-11-29,Toys,359.7
O024568,C00149,2023-01-24,Books,979.91
O024569,C09157,2022-01-31,Beauty,983.3
O024570,C04518,2022-06-01,Books,227.11
O024571,C01872,2024-03-15,Electronics,71.11
O024572,C03208,2023-11-22,Toys,274.57
O024573,C08362,2023-02-16,Beauty,400.74
O024574,C03792,2023-11-20,Beauty,443.8
O024575,C08201,2024-02-05,Toys,620.71
O024576,C09400,2022-06-16,Clothing,900.01
O024577,C00834,2022-10-29,Home,333.7
O024578,C01602,2023-09-22,Beauty,850.73
O024579,C01087,2023-10-21,Toys,98.01
O024580,C07528,2023-07-12,Sports,46.67
O024581,C05200,2024-03-25,Toys,506.52
O024582,C02445,2024-03-15,Sports,64.36
O024583,C08914,2023-05-25,Toys,395.53
O024584,C02148,2022-05-24,Toys,897.29
O024585,C00074,2022-11-10,Sports,245.28
O024586,C07687,2023-08-27,Toys,707.45
O024587,C09786,2022-11-21,Clothing,305.85
O024588,C00197,2023-05-31,Books,49.7
O024589,C08148,2022-02-26,Sports,558.91
O024590,C07920,2023-03-17,Sports,835.68
O024591,C09515,2023-09-15,Clothing,412.42
O024592,C08234,2024-02-20,Toys,619.21
O024593,C08799,2023-01-06,Clothing,900.52
O024594,C06587,2022-08-06,Home,790.75
O024595,C02026,2022-01-12,Clothing,197.91
O024596,C08463,2022-05-25,Electronics,734.72
O024597,C02854,2022-02-18,Clothing,504.38
O024598,C06123,2023-10-18,Sports,747.24
O024599,C06788,2022-08-10,Clothing,497.04
O024600,C01125,2022-08-02,Books,132.32
O024601,C06787,2022-03-08,Toys,572.06
O024602,C06987,2023-11-24,Toys,494.67
O024603,C04276,2022-12-13,Toys,520.33
O024604,C00658,2022-11-06,Sports,879.51
O024605,C02804,2022-05-01,Toys,895.36
O024606,C09049,2022-08-26,Home,456.27
O024607,C00061,2023-08-03,Clothing,458.45
O024608,C02149,2022-07-25,Sports,517.61
O024609,C09192,2023-06-10,Sports,521.99
O024610,C00429,2022-12-30,Books,950.64
O024611,C02372,2022-02-01,Clothing,651.15
O024612,C02800,2022-08-08,Beauty,281.07
O024613,C02942,2023-04-16,Beauty,533.88
O024614,C04930,2023-08-05,Toys,629.09
O024615,C04820,2023-05-22,Books,641.57
O024616,C06356,2024-02-15,Toys,587.33
O024617,C07097,2022-01-11,Electronics,181.85
O024618,C01367,2022-07-15,Electronics,38.43
O024619,C06771,2022-11-26,Electronics,341.15
O024620,C05338,2022-11-06,Toys,430.38
O024621,C01516,2023-08-22,Electronics,66.5
O024622,C07750,2022-04-19,Books,815.89
O024623,C05889,2024-02-19,Beauty,347.36
O024624,C09201,2023-01-06,Home,914.06
O024625,C07093,2024-01-04,Home,158.64
O024626,C06521,2023-05-24,Toys,61.65
O024627,C06705,2022-11-26,Home,484.9
O024628,C03002,2022-04-26,Clothing,193.18
O024629,C06610,2022-09-25,Sports,937.71
O024630,C05815,2024-01-01,Beauty,15.25
O024631,C08158,2022-01-14,Toys,415.56
O024632,C00860,2022-10-07,Toys,927.11
O024633,C04895,2022-09-18,Clothing,387.5
O024634,C03579,2022-11-07,Toys,97.64
O024635,C08921,2024-03-01,Electronics,306.38
O024636,C08683,2022-12-08,Beauty,500.52
O024637,C03295,2023-10-15,Books,189.23
O024638,C03230,2022-07-31,Clothing,469.23
O024639,C09354,2023-05-19,Electronics,837.16
O024640,C02877,2023-02-09,Toys,873.25
O024641,C03240,2022-03-04,Sports,54.01
O024642,C08554,2024-03-15,Clothing,165.1
O024643,C04343,2023-11-10,Clothing,278.91
O024644,C00415,2022-03-04,Toys,596.89
O024645,C09469,2023-02-25,Home,364.19
O024646,C01940,2023-05-01,Books,844.82
O024647,C03068,2023-04-14,Clothing,718.09
O024648,C06478,2024-03-12,Electronics,104.95
O024649,C09811,2022-09-03,Books,626.43
O024650,C01273,2022-08-07,Beauty,117.45
O024651,C07458,2022-01-07,Toys,258.76
O024652,C06640,2023-02-02,Clothing,181.98
O024653,C04176,2023-02-17,Beauty,177.2
O024654,C09438,2023-01-10,Home,618.31
O024655,C09140,2022-12-19,Sports,565.79
O024656,C05986,2023-03-07,Beauty,180.15
O024657,C07337,2022-07-06,Clothing,990.22
O024658,C07282,2022-04-05,Toys,424.73
O024659,C04858,2022-05-25,Books,101.58
O024660,C02745,2023-01-25,Electronics,124.97
O024661,C07279,2022-04-09,Home,585.97
O024662,C03436,2022-07-12,Books,979.17
O024663,C05163,2023-04-23,Beauty,574.09
O024664,C09305,2022-03-27,Home,949.3
O024665,C09058,2023-02-09,Clothing,446.91
O024666,C04291,2022-11-06,Sports,438.66
O024667,C00906,2022-01-19,Sports,502.51
O024668,C07488,2022-09-11,Sports,698.94
O024669,C00424,2022-06-09,Beauty,370.78
O024670,C05275,2024-03-14,Electronics,864.57
O024671,C04915,2022-10-02,Clothing,34.13
O024672,C07676,2023-07-30,Clothing,442.57
O024673,C02529,2023-04-11,Clothing,513.44
O024674,C00788,2023-10-03,Books,609.0
O024675,C02186,2024-01-30,Clothing,279.69
O024676,C07100,2023-12-09,Toys,430.34
O024677,C04389,2022-07-22,Books,487.12
O024678,C06364,2022-12-22,Home,688.48
O024679,C05364,2023-04-18,Electronics,774.68
O024680,C02322,2022-01-27,Sports,739.14
O024681,C09621,2022-02-12,Beauty,344.88
O024682,C06765,2022-02-07,Home,999.45
O024683,C07526,2024-03-16,Clothing,849.42
O024684,C09734,2023-04-21,Toys,263.72
O024685,C04116,2022-03-13,Home,199.13
O024686,C07723,2022-04-07,Clothing,317.45
O024687,C01815,2023-03-17,Toys,455.08
O024688,C08209,2024-01-25,Beauty,851.55
O024689,C09900,2023-08-15,Books,779.47
O024690,C01274,2022-03-27,Electronics,851.99
O024691,C07036,2023-04-08,Books,275.6
O024692,C06714,2022-10-13,Electronics,595.49
O024693,C08858,2022-04-13,Beauty,286.83
O024694,C00714,2023-07-29,Sports,113.48
O024695,C08031,2023-03-26,Books,685.78
O024696,C03807,2023-06-06,Electronics,147.28
O024697,C01876,2023-03-10,Electronics,669.36
O024698,C00754,2024-03-05,Beauty,649.72
O024699,C00471,2022-04-04,Toys,811.2
O024700,C01298,2023-10-20,Sports,143.86
O024701,C07339,2023-12-22,Clothing,784.56
O024702,C09324,2024-03-16,Home,999.28
O024703,C07718,2022-10-14,Clothing,851.79
O024704,C07699,2023-07-20,Toys,753.05
O024705,C06582,2023-03-25,Toys,663.85
O024706,C06277,2024-01-19,Toys,424.67
O024707,C00762,2022-07-28,Beauty,731.85
O024708,C00859,2022-04-06,Toys,725.56
O024709,C02932,2022-10-18,Electronics,633.34
O024710,C02624,2023-11-06,Electronics,797.3
O024711,C00225,2023-03-13,Home,451.52
O024712,C00408,2022-01-06,Home,125.65
O024713,C04096,2022-05-01,Electronics,561.27
O024714,C07047,2022-02-20,Electronics,268.72
O024715,C05046,2022-09-18,Beauty,387.51
O024716,C02143,2023-03-31,Sports,22.33
O024717,C03559,2023-01-09,Beauty,385.88
O024718,C08383,2023-05-15,Home,809.76
O024719,C02733,2023-01-09,Toys,545.01
O024720,C02237,2022-07-18,Home,14.75
O024721,C04068,2022-03-18,Toys,472.49
O024722,C05631,2024-03-28,Sports,294.99
O024723,C05236,2022-11-16,Books,480.16
O024724,C02961,2023-10-20,Electronics,407.67
O024725,C02311,2022-08-30,Books,932.32
O024726,C00486,2022-01-12,Clothing,45.97
O024727,C09871,2023-11-08,Home,685.17
O024728,C05093,2022-03-22,Toys,851.77
O024729,C01662,2023-04-26,Sports,959.44
O024730,C02707,2024-02-17,Books,181.75
O024731,C04259,2022-03-07,Books,533.65
O024732,C05509,2022-04-22,Books,48.37
O024733,C06577,2022-02-10,Electronics,501.69
O024734,C03047,2023-02-06,Home,129.83
O024735,C01780,2022-12-07,Electronics,838.71
O024736,C02423,2023-05-31,Electronics,118.3
O024737,C00380,2022-07-12,Books,515.72
O024738,C02775,2023-06-26,Books,523.49
O024739,C05916,2022-12-26,Home,971.79
O024740,C04225,2022-05-23,Electronics,656.71
O024741,C00432,2023-04-05,Sports,291.4
O024742,C09454,2023-04-14,Electronics,244.6
O024743,C04139,2023-11-15,Toys,132.61
O024744,C01736,2022-05-27,Clothing,757.73
O024745,C01307,2023-07-14,Sports,692.3
O024746,C03100,2022-07-08,Beauty,611.83
O024747,C09326,2023-06-12,Books,45.64
O024748,C06599,2023-08-05,Books,764.01
O024749,C05461,2023-05-16,Beauty,643.68
O024750,C04276,2024-03-18,Electronics,964.07
O024751,C05704,2024-02-23,Books,589.27
O024752,C02610,2022-12-15,Home,307.43
O024753,C05396,2023-05-29,Electronics,384.61
O024754,C05131,2023-10-03,Toys,179.96
O024755,C01599,2023-01-12,Toys,724.3
O024756,C07286,2022-12-06,Sports,709.18
O024757,C06382,2022-04-08,Clothing,204.65
O024758,C05235,2024-01-16,Toys,162.7
O024759,C06812,2022-05-18,Toys,81.62
O024760,C09184,2024-01-14,Electronics,912.42
O024761,C03610,2024-01-18,Electronics,236.9
O024762,C06912,2022-06-17,Beauty,347.44
O024763,C04968,2024-01-07,Home,284.1
O024764,C09863,2022-09-30,Beauty,416.56
O024765,C05302,2022-10-17,Electronics,715.48
O024766,C00428,2023-09-16,Toys,871.24
O024767,C09822,2022-10-12,Books,186.69
O024768,C02896,2023-06-20,Books,687.98
O024769,C06679,2023-12-06,Clothing,355.8
O024770,C02417,2023-06-02,Books,980.62
O024771,C08377,2023-05-18,Electronics,302.42
O024772,C07899,2022-03-01,Toys,12.16
O024773,C06075,2024-01-12,Clothing,518.06
O024774,C08046,2023-12-19,Books,154.98
O024775,C02501,2023-08-28,Toys,49.27
O024776,C00973,2022-08-07,Home,699.78
O024777,C03140,2022-10-15,Home,733.6
O024778,C01628,2023-02-18,Books,463.4
O024779,C04699,2023-04-09,Electronics,678.5
O024780,C03220,2022-10-29,Sports,540.55
O024781,C00165,2023-10-18,Home,631.65
O024782,C06642,2024-01-21,Toys,598.72
O024783,C01658,2022-10-03,Clothing,667.49
O024784,C04906,2023-06-04,Books,203.63
O024785,C03873,2022-10-17,Home,272.36
O024786,C02906,2023-12-15,Toys,442.76
O024787,C08360,2024-01-06,Books,448.9
O024788,C08199,2023-03-23,Toys,775.54
O024789,C06000,2023-09-02,Electronics,370.56
O024790,C08660,2022-01-07,Clothing,166.69
O024791,C09462,2023-09-02,Beauty,255.21
O024792,C04752,2022-07-23,Books,218.66
O024793,C07419,2023-10-29,Beauty,733.0
O024794,C00641,2024-03-10,Books,472.99
O024795,C09826,2023-01-23,Toys,710.09
O024796,C09552,2023-11-12,Home,419.14
O024797,C00350,2022-09-07,Clothing,890.29
O024798,C06792,2023-02-01,Home,983.6
O024799,C09793,2023-02-16,Sports,671.49
O024800,C09426,2022-06-26,Books,864.49
O024801,C08965,2022-03-05,Beauty,510.39
O024802,C01863,2023-01-08,Clothing,934.95
O024803,C09044,2023-04-07,Clothing,832.43
O024804,C09276,2024-01-24,Sports,991.82
O024805,C02107,2023-12-10,Books,624.98
O024806,C03655,2022-01-18,Clothing,780.31
O024807,C07740,2022-10-01,Toys,545.15
O024808,C01171,2022-06-20,Toys,262.82
O024809,C00981,2023-04-08,Clothing,357.98
O024810,C04225,2023-07-14,Beauty,894.54
O024811,C04970,2023-04-08,Books,60.67
O024812,C09479,2023-03-31,Sports,593.52
O024813,C00965,2024-02-19,Books,375.62
O024814,C08110,2022-05-01,Books,389.76
O024815,C01576,2024-01-12,Toys,885.15
O024816,C01713,2022-03-07,Beauty,854.55
O024817,C03663,2022-07-11,Clothing,600.85
O024818,C06918,2023-04-19,Electronics,276.55
O024819,C04160,2023-06-07,Home,478.08
O024820,C06946,2022-03-13,Books,411.25
O024821,C08855,2023-01-25,Electronics,356.85
O024822,C00885,2022-04-30,Toys,107.27
O024823,C06308,2022-07-22,Clothing,545.4
O024824,C08725,2022-04-16,Electronics,305.32
O024825,C08648,2023-01-30,Clothing,662.5
O024826,C07652,2023-05-30,Beauty,322.61
O024827,C08434,2023-07-05,Home,434.01
O024828,C05147,2023-10-18,Clothing,57.1
O024829,C08830,2023-07-26,Clothing,992.58
O024830,C00421,2022-04-17,Electronics,510.07
O024831,C03103,2022-08-08,Toys,29.12
O024832,C09811,2023-09-03,Home,543.52
O024833,C01647,2023-08-01,Home,871.0
O024834,C02331,2022-02-17,Electronics,773.69
O024835,C07547,2024-03-30,Home,702.4
O024836,C07929,2022-04-28,Toys,143.77
O024837,C00610,2023-12-04,Clothing,659.45
O024838,C05511,2023-03-30,Sports,767.47
O024839,C03131,2023-06-08,Books,574.56
O024840,C08870,2023-01-18,Clothing,893.29
O024841,C08185,2022-11-29,Sports,280.6
O024842,C05454,2023-03-10,Home,245.93
O024843,C01243,2023-01-28,Sports,870.22
O024844,C08308,2022-12-05,Toys,627.27
O024845,C05585,2023-04-12,Electronics,6.44
O024846,C03478,2022-06-10,Toys,356.37
O024847,C04124,2022-02-07,Clothing,858.57
O024848,C02958,2022-01-22,Beauty,32.18
O024849,C09462,2023-04-07,Sports,8.23
O024850,C07398,2023-12-25,Books,284.85
O024851,C00882,2022-03-31,Sports,914.43
O024852,C03767,2023-10-09,Electronics,901.97
O024853,C09313,2024-03-18,Books,521.17
O024854,C07579,2024-03-15,Sports,555.47
O024855,C08088,2022-06-12,Beauty,335.35
O024856,C03328,2024-02-14,Books,247.52
O024857,C03802,2022-02-17,Beauty,816.15
O024858,C08419,2023-05-31,Toys,110.76
O024859,C00053,2022-03-13,Beauty,489.92
O024860,C00501,2022-08-23,Clothing,636.23
O024861,C04142,2022-09-10,Toys,108.16
O024862,C01482,2023-12-05,Sports,522.01
O024863,C04198,2022-06-28,Electronics,579.63
O024864,C03174,2022-10-18,Sports,743.78
O024865,C02704,2022-04-27,Books,238.66
O024866,C06846,2022-06-04,Books,296.86
O024867,C05119,2022-11-24,Books,571.67
O024868,C04929,2022-10-19,Home,983.21
O024869,C02019,2023-08-03,Sports,221.41
O024870,C00131,2023-03-12,Clothing,985.97
O024871,C04326,2022-01-05,Electronics,715.77
O024872,C02185,2022-04-08,Sports,826.95
O024873,C03363,2024-01-11,Home,94.19
O024874,C02312,2022-07-31,Beauty,303.92
O024875,C00230,2022-09-03,Clothing,62.45
O024876,C00550,2022-11-12,Toys,374.69
O024877,C09038,2023-07-03,Beauty,981.38
O024878,C06337,2024-02-13,Sports,109.75
O024879,C05969,2023-01-10,Electronics,564.56
O024880,C08953,2024-03-01,Home,11.04
O024881,C06147,2023-11-23,Sports,714.12
O024882,C02852,2022-07-14,Clothing,201.21
O024883,C03113,2023-02-05,Toys,133.94
O024884,C03657,2023-06-22,Home,340.33
O024885,C04253,2022-04-13,Clothing,772.19
O024886,C09205,2023-08-04,Electronics,111.08
O024887,C07961,2024-02-21,Books,233.69
O024888,C08584,2022-02-28,Clothing,13.42
O024889,C01098,2023-08-21,Books,968.57
O024890,C03753,2023-07-04,Home,594.18
O024891,C04889,2023-05-18,Beauty,721.3
O024892,C02740,2023-04-14,Clothing,653.13
O024893,C01528,2023-03-13,Toys,148.64
O024894,C01043,2023-04-30,Books,596.97
O024895,C04665,2022-10-23,Electronics,135.76
O024896,C07176,2023-08-05,Clothing,404.23
O024897,C04632,2023-02-27,Toys,571.12
O024898,C06501,2023-04-08,Sports,561.09
O024899,C07680,2022-03-26,Beauty,123.48
O024900,C05159,2023-08-04,Beauty,39.26
O024901,C07969,2024-01-05,Beauty,799.24
O024902,C03596,2023-12-21,Beauty,727.29
O024903,C02769,2022-09-24,Toys,86.41
O024904,C05189,2024-02-18,Beauty,131.78
O024905,C01386,2023-05-24,Sports,893.12
O024906,C04102,2022-04-04,Beauty,770.28
O024907,C01786,2022-05-29,Books,996.18
O024908,C05462,2023-01-10,Electronics,257.72
O024909,C06878,2022-02-12,Electronics,490.36
O024910,C01147,2023-12-11,Sports,240.28
O024911,C07478,2023-08-10,Electronics,624.69
O024912,C03112,2022-09-06,Beauty,119.84
O024913,C01413,2023-04-29,Books,131.61
O024914,C02909,2022-03-03,Home,76.53
O024915,C04585,2024-03-29,Home,695.12
O024916,C03705,2022-02-09,Electronics,496.6
O024917,C02452,2023-09-11,Books,619.64
O024918,C01898,2022-04-19,Sports,879.9
O024919,C09523,2022-03-25,Sports,741.63
O024920,C07507,2022-04-28,Sports,464.41
O024921,C09379,2023-02-22,Sports,984.43
O024922,C02521,2024-01-18,Books,458.97
O024923,C04141,2022-11-20,Beauty,116.89
O024924,C07762,2022-07-22,Clothing,992.69
O024925,C06530,2024-03-25,Books,27.71
O024926,C01871,2023-05-03,Sports,552.13
O024927,C07577,2023-05-05,Clothing,312.55
O024928,C04488,2022-12-03,Books,506.03
O024929,C00795,2022-10-18,Sports,560.92
O024930,C03743,2023-03-06,Home,243.9
O024931,C05366,2022-06-27,Electronics,559.07
O024932,C03348,2023-07-26,Electronics,757.28
O024933,C00614,2022-11-05,Beauty,270.18
O024934,C00641,2022-02-10,Sports,386.51
O024935,C05443,2023-02-09,Books,271.9
O024936,C06285,2022-04-18,Sports,821.46
O024937,C08532,2023-01-30,Clothing,726.36
O024938,C04439,2023-11-08,Toys,871.84
O024939,C02029,2022-07-30,Home,174.2
O024940,C07356,2024-01-19,Toys,78.21
O024941,C02557,2022-07-08,Toys,123.79
O024942,C08018,2023-12-27,Home,165.21
O024943,C03446,2024-03-13,Toys,535.42
O024944,C04441,2024-01-28,Electronics,971.06
O024945,C00914,2023-05-31,Toys,360.45
O024946,C06407,2022-07-31,Sports,958.72
O024947,C09257,2023-08-12,Beauty,43.01
O024948,C08035,2023-02-28,Clothing,927.24
O024949,C05403,2023-05-18,Sports,185.25
O024950,C04305,2023-04-01,Clothing,912.91
O024951,C01916,2023-01-12,Clothing,60.95
O024952,C03723,2023-12-04,Beauty,948.48
O024953,C02983,2023-05-24,Sports,204.79
O024954,C06290,2022-07-10,Beauty,306.2
O024955,C03178,2023-09-15,Sports,493.49
O024956,C00092,2023-07-06,Home,383.82
O024957,C01685,2023-01-03,Clothing,669.19
O024958,C05242,2022-09-18,Beauty,974.93
O024959,C00899,2022-01-17,Electronics,608.39
O024960,C09036,2023-04-21,Beauty,722.88
O024961,C09482,2023-11-08,Electronics,92.57
O024962,C02160,2022-04-24,Electronics,629.67
O024963,C02155,2022-11-02,Electronics,456.58
O024964,C08264,2023-08-11,Toys,886.35
O024965,C03312,2023-12-23,Home,391.27
O024966,C00735,2023-08-25,Toys,681.06
O024967,C09675,2024-01-23,Books,232.01
O024968,C02485,2022-03-23,Sports,263.08
O024969,C02369,2023-07-23,Electronics,379.24
O024970,C01238,2023-09-14,Electronics,307.54
O024971,C03679,2023-11-25,Toys,257.61
O024972,C03390,2022-04-13,Books,54.42
O024973,C07613,2023-03-21,Home,837.56
O024974,C00501,2022-06-12,Toys,68.98
O024975,C04146,2022-04-06,Toys,887.93
O024976,C05275,2023-01-08,Sports,129.84
O024977,C00681,2022-06-07,Clothing,69.94
O024978,C03549,2023-09-08,Sports,565.19
O024979,C08426,2024-03-13,Books,504.93
O024980,C06712,2022-08-31,Sports,493.78
O024981,C00264,2023-06-22,Clothing,576.63
O024982,C08131,2023-11-22,Home,290.62
O024983,C02693,2022-06-02,Books,664.63
O024984,C04895,2022-08-19,Toys,504.89
O024985,C03177,2024-03-21,Toys,338.07
O024986,C00572,2024-03-25,Toys,827.37
O024987,C06721,2023-11-16,Home,729.08
O024988,C02286,2022-04-13,Home,396.64
O024989,C08256,2022-11-16,Sports,848.38
O024990,C07496,2022-03-07,Clothing,920.66
O024991,C03076,2024-01-20,Clothing,539.18
O024992,C04496,2022-01-05,Electronics,218.88
O024993,C05489,2022-10-23,Books,916.21
O024994,C02024,2023-10-24,Beauty,193.53
O024995,C02265,2023-02-03,Beauty,53.18
O024996,C09396,2023-07-09,Clothing,330.85
O024997,C06049,2023-04-04,Home,728.33
O024998,C01915,2022-04-21,Toys,923.66
O024999,C07236,2022-12-25,Books,639.1
O025000,C02391,2024-02-24,Beauty,952.08
O025001,C08798,2023-03-02,Toys,96.91
O025002,C05504,2022-04-03,Beauty,65.45
O025003,C05459,2022-05-27,Clothing,606.17
O025004,C08893,2022-07-10,Home,966.29
O025005,C06286,2022-01-07,Home,505.21
O025006,C08180,2023-03-12,Toys,56.26
O025007,C03966,2023-03-16,Electronics,225.11
O025008,C01958,2024-01-05,Clothing,248.57
O025009,C06217,2023-04-05,Electronics,341.17
O025010,C00649,2022-03-18,Sports,48.39
O025011,C02531,2022-11-25,Toys,905.37
O025012,C07748,2023-01-12,Toys,517.99
O025013,C08407,2023-12-01,Sports,672.58
O025014,C06966,2023-01-16,Books,71.84
O025015,C03215,2023-02-12,Home,58.84
O025016,C04849,2022-12-15,Books,588.54
O025017,C08763,2022-01-15,Toys,887.86
O025018,C07228,2022-09-24,Home,530.84
O025019,C06869,2023-11-12,Books,878.43
O025020,C05925,2023-01-28,Home,811.94
O025021,C06423,2023-03-29,Home,80.47
O025022,C01567,2023-01-28,Electronics,205.95
O025023,C02184,2023-01-09,Electronics,659.42
O025024,C08682,2022-12-14,Home,446.28
O025025,C00907,2022-02-07,Books,294.25
O025026,C06689,2022-12-20,Electronics,421.54
O025027,C09932,2023-03-24,Books,447.97
O025028,C05712,2022-02-23,Clothing,911.0
O025029,C05210,2022-12-18,Toys,107.94
O025030,C02588,2023-12-20,Sports,283.33
O025031,C02048,2023-04-19,Clothing,539.88
O025032,C01728,2022-05-17,Sports,699.8
O025033,C00584,2022-08-11,Sports,632.48
O025034,C09777,2023-01-22,Clothing,941.93
O025035,C05425,2023-10-17,Electronics,796.63
O025036,C03475,2022-10-18,Books,559.29
O025037,C01296,2023-05-05,Electronics,218.61
O025038,C06517,2022-11-10,Books,453.62
O025039,C01801,2023-07-23,Toys,694.92
O025040,C05476,2022-09-06,Beauty,838.77
O025041,C06265,2022-01-02,Electronics,959.94
O025042,C06401,2023-09-20,Home,607.43
O025043,C07733,2022-05-10,Beauty,529.28
O025044,C09070,2023-08-01,Beauty,22.6
O025045,C05529,2022-01-12,Books,76.74
O025046,C07269,2023-05-08,Home,160.32
O025047,C01714,2023-03-09,Sports,59.49
O025048,C03457,2023-05-08,Sports,403.86
O025049,C04394,2022-03-24,Electronics,340.19
O025050,C01191,2023-12-18,Toys,639.17
O025051,C01859,2022-11-03,Electronics,537.99
O025052,C02137,2023-12-15,Toys,597.99
O025053,C09955,2023-12-31,Toys,474.62
O025054,C02416,2023-03-24,Books,281.35
O025055,C08789,2022-06-11,Home,953.06
O025056,C08515,2022-07-24,Home,90.98
O025057,C01100,2022-11-28,Home,939.2
O025058,C00141,2022-04-19,Clothing,314.68
O025059,C04425,2022-04-28,Electronics,515.1
